ar,country_ar,en,country_en
 بيرمكرون, العراق, Piramagroon,Iraq
 بيرني نكوني, النيجر,Birni N'Konni,Niger
 بيرو, بيرو, Peru,Peru
 بيروبيجان, روسيا, Birobidzhan,Russian Federation
 بيروت, لبنان, Beirut,Lebanon
 بيروجيا, ايطاليا, Perugia,Italy
 بيري, تشاد, Bere,Chad
 بيريزنيكي, روسيا, Berezniki,Russian Federation
 بيريغو, فرنسا,Périgueux,France
 بيريه, تشاد, Bieré,Chad
 بيزنسون, فرنسا,Besançon,France
 بيزين، أوكاياما, اليابان, Bizen,Japan
 بيساك, فرنسا,Pessac,France
 بيساو, غينيا بيساو, Bissau,Guinea-Bissau
 بيستوفو, روسيا, Pestovo,Russian Federation
 بيسني, تركيا,Besni,Turkey
 بيش, السعودية, Baysh,Saudi Arabia
 بيشاور, باكستان, Peshawar,Pakistan
 بيشة, السعودية, Bishah,Saudi Arabia
 بيشكك, قرغيزستان, Bishkek,Kyrgyzstan
 بيشهر, تركيا,Beyşehir,Turkey
 بيشوا, ايران, Pishva,Iran 
 بيشوفتو, اثيوبيا, Bishoftu,Ethiopia
 بيغيا, قبرص, Peyia,Cyprus
 بيفرلي هيلز, الولايات المتحدة,Beverly Hills,United States of America
 بيكار, أسبانيا,Vícar,Spain
 بيكانر, الهند, Bikaner,India
 بيكوفو (موسكو أوبلاست), روسيا, Bykovo,Russian Federation
 بيكين, السنغال,Pikine,Senegal
 بيلا, مصر, Biala,Egypt
 بيلائي, الهند, Bhilai,India
 بيلاسبور, الهند, Bilaspur,India
 بيلاسوار, أذربيجان, Biləsuvar,Azerbaijan
 بيلجيك, تركيا,Bilecik,Turkey
 بيلغام, الهند, Belagavi,India
 بيلفلد, ألمانيا,Bielefeld,Germany
 بيلكدوزو, تركيا,Beylikdüzü,Turkey
 بيلما, النيجر,Bilma,Niger
 بيلو هوريزونتي, البرازيل, Belo Horizonte,Brazil
 بيلوارا, الهند, Bhilwara,India
 بيلوس, اليونان, Pylos,Greece
 بيلوم, تشاد,Belom بيلوم,Chad
 بيلووزيورسكيي, روسيا, Beloozyorsky,Russian Federation
 بيلووموت, روسيا, Beloomut,Russian Federation
 بيلووموت, روسيا,Белоомут,Russian Federation
 بيليبت, الهند,Pilibhit,India
 بيليف, روسيا, Belyov,Russian Federation
 بيمبا, موزمبيق,Pemba,Mozambique
 بيمبروك, مالطا,Pembroke,Malta
 بيمبو, جمهورية أفريقيا الوسطى,Bimbo,Central African Republic
 بين الويدان, الجزائر, Bin El Ouiden,Algeria
 بينامار, تشاد, Beinamar,Chad
 بينايدورم, أسبانيا,Benidorm,Spain
 بيندر, مولدافيا, Bender,Moldova 
 بينديك, تركيا,Pendik,Turkey
 بينزا, روسيا, Penza,Russian Federation
 بينغشيانغ, الصين, Pingxiang,China
 بينفيلد, الولايات المتحدة, Penfield,United States of America
 بينكل, تركيا, Bingöl,Turkey
 بينكلِج, تركيا,Binkılıç,Turkey
 بينوي, تشاد, Benoy,Chad
 بينيارويا-بويبلونييفو، قرطبة, أسبانيا,Peñarroya-Pueblonuevo,Spain
 بينينغ, الصين, Puning City,China
 بينيون, السنغال,Bignona,Senegal
 بيهاي, الصين, Beihai,China
 بيهت, الهند,Behat,India
 بيوا, بولندا, Pila,Poland
 بيوار, الهند, Beawar,India
 بيوك تشيكميجي, تركيا,Büyükçekmece,Turkey
 بيوگرى, المغرب, Biougra,Morocco
 بيول, ألمانيا,Bühl,Germany
 بيونغيانغ, كوريا الشمالية, Pyongyang,Korea
 بیارة, العراق, Byara,Iraq
 بیتولا, مقدونيا, Bitola,North Macedonia
 بینجوين, العراق, Penjwen,Iraq
 تابلاط, الجزائر, Tablat,Algeria
 تابونت, المغرب, Tabounte,Morocco
 تاتسونو، هيوغو, اليابان, Tatsuno,Japan
 تاتشيكاوا، طوكيو, اليابان, Tachikawa,Japan
 تاته ياما، تشيبا, اليابان, Tateyama,Japan
 تاتوان, تركيا, Tatvan,Turkey
 تاجروين, تونس, Tajerouine,Tunisia
 تاجنانت, الجزائر, Tadjenanet,Algeria
 تاجوراء, ليبيا, Tajura,Libya
 تاخمرت, الجزائر, Takhemaret,Algeria
 تادف, سوريا, Tadif,Syrian Arab Republic
 تادمايت, الجزائر, Tadmait,Algeria
 تاراسا, أسبانيا,Terrassa,Spain
 تارانت, ألمانيا,Tharandt,Germany
 تارانتو, ايطاليا, Taranto,Italy
 تارب, فرنسا,Tarbes,France
 تارجيست, المغرب, Targuist,Morocco
 تارسوات, المغرب, Tarsouat,Morocco
 تارلاك, الفيلبين, Tarlac City,Philippines
 تاروت, السعودية, Tarut,Saudi Arabia
 تارودانت, المغرب, Taroudant,Morocco
 تاروميزو، كاغوشيما, اليابان, Tarumizu,Japan
 تاريوسا, روسيا, Tarusa,Russian Federation
 تازارين, المغرب, Tazzarine,Morocco
 تازة, المغرب, Taza,Morocco
 تازربو, ليبيا, Tazirbu,Libya
 تازركة, تونس, Tazerka,Tunisia
 تازناخت, المغرب, Taznakht,Morocco
 تازه أباد, ايران, Tazehabad,Iran 
 تازە خورماتو, العراق, Taza Khurmatu,Iraq
 تازولت, الجزائر, Tazoult,Algeria
 تاسيلاك, جرينلاند,Tasiilaq,Greenland
 تاغاجو، مياغي, اليابان, Tagajo,Japan
 تاغانروغ, روسيا, Taganrog,Russian Federation
 تاغاوا، فوكوكا, اليابان, Tagawa,Japan
 تافراوت, المغرب, Tafraout,Morocco
 تاكاتسوكي، أوساكا, اليابان, Takatsuki,Japan
 تاكارازوكا، هيوغو, اليابان, Takarazuka,Japan
 تاكاساغو، هيوغو, اليابان, Takasago,Japan
 تاكاساكي, اليابان, Takasaki,Japan
 تاكاشيما، شيغا, اليابان, Takashima,Japan
 تاكاهاغي، إيباراكي, اليابان, Takahagi,Japan
 تاكاهاما، آيتشي, اليابان, Takahama,Japan
 تاكايشي، أوساكا, اليابان, Takaishi,Japan
 تاكسنة, الجزائر, Texenna,Algeria
 تاكسيلا, باكستان, Taxila,Pakistan
 تاكنس, ليبيا, Taknis,Libya
 تاكنيت, المغرب, Tagounite,Morocco
 تاكو، ساغا, اليابان, Taku,Japan
 تاكورادي, غانا, Takoradi,Ghana
 تاكوما, الولايات المتحدة, Tacoma,United States of America
 تاكيتا، أويتا, اليابان, Taketa,Japan
 تاكيزاوا, اليابان, Takizawa,Japan
 تاكيكاوا، هوكايدو, اليابان, Takikawa,Japan
 تاكيهارا، هيروشيما, اليابان, Takehara,Japan
 تالاهاسي, الولايات المتحدة, Tallahassee,United States of America
 تالة, تونس, Thala,Tunisia
 تالسينت, المغرب, Talsint,Morocco
 تالشير, الهند,Talcher,India
 تالقان, أفغانستان, Taloqan,Afghanistan
 تالوين, المغرب, Taliouine,Morocco
 تالين, استونيا, Tallinn,Estonia
 تاما، طوكيو, اليابان, Tama,Japan
 تامالي, غانا, Tamale,Ghana
 تامانا، كوماموتو, اليابان, Tamana,Japan
 تامبا، هيوغو, اليابان, Tamba,Japan
 تامباكوندا, السنغال, Tambacounda,Senegal
 تامباكوندا, السنغال,Tambacounda,Senegal
 تامبيري, فنلندا,Tampere,Finland
 تامري, المغرب, Tamri,Morocco
 تامريجت, الجزائر, Tamridjet,Algeria
 تامسنا, المغرب, Tamesna,Morocco
 تامشكط, موريتانيا, Tamchekett,Mauritania
 تاملوكة, الجزائر, Tamlouka,Algeria
 تامنصورت, المغرب, Tamansourt,Morocco
 تامنطيت, الجزائر, Tamantit,Algeria
 تامورا، فوكوشيما, اليابان, Tamura,Japan
 تاميل نادو, الهند, Tamil Nadu,India
 تانابا، واكاياما, اليابان, Tanabe,Japan
 تانجالي, سريلانكا, Tangalle,Sri Lanka
 تانجلي, تشاد, Tandjilé Region,Chad
 تانك, باكستان, Tank,Pakistan
 تانهاوزن, ألمانيا,Thannhausen,Germany
 تانوت, النيجر,Tanout,Niger
 تانى, باكستان, Thana,Pakistan
 تاني, الهند,Thane,India
 تانيسر, الهند,Thanesar,India
 تاهارا، آيتشي, اليابان, Tahara,Japan
 تاهلة, المغرب, Tahla,Morocco
 تاو يوان, تايوان, Taoyuan,Taiwan (Province of China)
 تاواراموتو, اليابان, Tawaramoto,Japan
 تاوانج, الهند, Tawang,India
 تاورة, الجزائر, Taoura,Algeria
 تاوريرت, المغرب, Taourirt,Morocco
 تاوريرت آغيل, الجزائر, Taourirt Ighil,Algeria
 تاوزينت, الجزائر, Taouzient,Algeria
 تاونات, المغرب, Taounate,Morocco
 تاونغيي, ميانمار, Taunggyi,Myanmar
 تاي زهو, الصين, Taizhou,China
 تاي شانغ, تايوان, Taichung,Taiwan (Province of China)
 تايبا, الصين, Taipa,China
 تايباد, ايران, Taybad,Iran 
 تايبيه, تايوان, Taipei,Taiwan (Province of China)
 تايبيه الجديدة, تايوان, New Taipei,Taiwan (Province of China)
 تايتشو, الصين, Taizhou,China
 تايتو، طوكيو, اليابان, Taito,Japan
 تايشان, الصين, Taishan,China
 تايلاند, تايلند, Thailand,Thailand
 تاينان, تايوان, Tainan,Taiwan (Province of China)
 تايناي، نييغاتا, اليابان, Tainai,Japan
 تايوان, تايوان, Taiwan,Taiwan (Province of China)
 تبالة, السعودية, Tabalah,Saudi Arabia
 تبانت, المغرب, Tabant,Morocco
 تبرسق, تونس, Téboursouk,Tunisia
 تبس, السودان, Tabsa,Sudan
 تبسة, الجزائر, Tebessa,Algeria
 تبستي, تشاد, Tibesti,Chad
 تبليسي, جورجيا, Tbilisi,Georgia
 تبنين, لبنان, Tibnine,Lebanon
 تبوك, السعودية, Tabuk,Saudi Arabia
 تتا خليل, باكستان, Thatta Khalil,Pakistan
 تثليث, السعودية, Tathlith,Saudi Arabia
 تجرة, جيبوتي, Tadjoura,Djibouti
 تجرة, جيبوتي, Tadjourah,Djibouti
 تجكجة, موريتانيا, Tijikjah,Mauritania
 تجمل, السودان, Tajmala,Sudan
 تحصيل ساهيوال, باكستان, Sahiwal Tehsil,Pakistan
 تحناوت, المغرب, Tahannaout,Morocco
 تدمر, سوريا, Palmyra,Syrian Arab Republic
 ترائمني, اريتريا, Teraemni,Eritrea
 تراباني, ايطاليا, Trapani,Italy
 تراغن, ليبيا, Taraghin,Libya
 ترانسنيستريا, مولدافيا, Transnistria,Moldova 
 تراني, ايطاليا,Trani,Italy
 تراوري, الهند,Taraori,India
 تراونشتاين, ألمانيا,Traunstein,Germany
 تربة, السعودية, Turabah,Saudi Arabia
 تربة, السعودية, Turubah,Saudi Arabia
 تربت جام, ايران, Torbat-e Jam,Iran 
 تربت حيدريه, ايران, Torbat-e Heydarieh,Iran 
 ترُتنوف, جمهورية التشيك,Trutnov,Czechia
 ترجمة, السودان, Hillat el Taragma,Sudan
 ترجو جيو, رومانيا, Târgu Jiu,Romania
 ترجو موريش, رومانيا, Târgu Mureș,Romania
 ترقوميا, فلسطين, Tarqumiyah, Palestinian
 تركمان أباد, تركمانستان, Turkmenabat,Turkmenistan
 تركمانستان, تركمانستان, Turkmenistan,Turkmenistan
 تركيا, تركيا, Turkey,Turkey
 ترمانين, سوريا, Turmanin,Syrian Arab Republic
 ترمذ, أوزبكستان, Termez,Uzbekistan
 ترنافا, سلوفاكيا, Trnava,Slovakia
 ترنت, باكستان, Turbat,Pakistan
 ترنتشين, سلوفاكيا, Trenčín,Slovakia
 ترهونة, ليبيا, Tarhuna,Libya
 تروا, فرنسا,Troyes,France
 ترورو, المملكة المتحدة, Truro,UK
 تروشرابلي, الهند, Tiruchirappalli,India
 ترونة, الجزائر, Trouna,Algeria
 تروندهايم, النرويج,Trondheim,Norway
 ترونلويلي, الهند,Tirunelveli,India
 ترويتسك, روسيا, Troitsk,Russian Federation
 ترير, ألمانيا, Trier,Germany
 تريس لاغواس, البرازيل,Três Lagoas,Brazil
 تريشفيل, ساحل العاج,Treichville,Cote d’Ivoire
 تريكومو, قبرص, Trikomo,Cyprus
 تريم, اليمن, Tarim,Yemen
 ترين كوت, أفغانستان, Tarinkot,Afghanistan
 ترينيداد وتوباغو, ترينيداد وتوباغو, Trinidad and Tobago,Trinidad and Tobago
 ترييستي, ايطاليا, Triest,Italy
 تزنيت, المغرب, Tiznit,Morocco
 تزو تشانغ, الصين, Xuchang,China
 تسابيت, الجزائر, Tsabit,Algeria
 تسالة المرجة, الجزائر, Tessala El Merdja,Algeria
 تساليت, مالي,Tessalit,Mali
 تساوه, ليبيا, Tasawah,Libya
 تستسرليغ, منغوليا, Tsetserleg,Mongolia
 تستور, تونس, Testour,Tunisia
 تسخينفالي, جورجيا, Tskhinvali,Georgia
 تسدان حدادة, الجزائر, Tassadane Haddada,Algeria
 تسفايبروكن, ألمانيا,Zweibrücken,Germany
 تسليكاي, تركيا,Taşlıçay,Turkey
 تسمانيا, أستراليا, Tasmania,Australia
 تسمسيلت, الجزائر, Tissemsilt,Algeria
 تسني, اريتريا, Teseney,Eritrea
 تسوبامي، نييغاتا, اليابان, Tsubame,Japan
 تسوتشي-أورا، إيباراكي, اليابان, Tsuchiura,Japan
 تسورو، ياماناشي, اليابان, Tsuru,Japan
 تسوروكا، ياماغاتا, اليابان, Tsuruoka,Japan
 تسوشيما، آيتشي, اليابان, Tsushima,Japan
 تسوغارو، آوموري, اليابان, Tsugaru,Japan
 تسوكوبا, اليابان, Tsukuba,Japan
 تسوكوبا-ميراي، إيباراكي, اليابان, Tsukubamirai,Japan
 تسوكومي، أويتا, اليابان, Tsukumi,Japan
 تسوناجي, اليابان, Tsunagi,Japan
 تسونغيانغ, الصين, Zongyang,China
 تسوياما، أوكاياما, اليابان, Tsuyama,Japan
 تسيل, سوريا, Tasil,Syrian Arab Republic
 تسينت, المغرب, Tissint,Morocco
 تشابهار, ايران, Chabahar,Iran 
 تشاتاربور, الهند, Chhatarpur,India
 تشاتالجا, تركيا,Çatalca,Turkey
 تشاتشاك, صربيا, Čačak,Serbia
 تشاد, تشاد, Chad,Chad
 تشارسادا, باكستان, Charsadda,Pakistan
 تشارناغ, باكستان, Char Bagh,Pakistan
 تشالدران, تركيا,Çaldıran,Turkey
 تشانغ جياغانغ, الصين, Zhangjiagang,China
 تشانغ نينغ، هونان, الصين, Changning,China
 تشانغتشون, الصين, Changchun,China
 تشانغده, الصين, Changde,China
 تشانغشا, الصين, Changsha,China
 تشاييروفا, تركيا,Çayırova,Turkey
 تشستر, المملكة المتحدة, Chester,UK
 تشك وردك, أفغانستان, Chak-e Wardak,Afghanistan
 تشلا, المغرب, Tichla,Morocco
 تشناران, ايران, Chenaran,Iran 
 تشنجننور, الهند,Chengannur,India
 تشنجو, الصين, Chenzhou,China
 تشنجيانغ, الصين, Zhenjiang,China
 تشنغتشو, الصين, Zhengzhou,China
 تشنهوانغداو, الصين, Qinhuangdao,China
 تشهارمحال وبختياري, ايران, Chaharmahal and Bakhtiari,Iran 
 تشوأو، طوكيو, اليابان, Chuo,Japan
 تشوانتشو, الصين, Quanzhou,China
 تشورلو, تركيا, Çorlu,Turkey
 تشوشي، تشيبا, اليابان, Choshi,Japan
 تشوفو، طوكيو, اليابان, Chofu,Japan
 تشوكوتاليا, تشاد, Tchoukoutalia,Chad
 تشوكورجه, تركيا,Çukurca,Turkey
 تشويبالسان, منغوليا, Choibalsan,Mongolia
 تشويبدة, ايران, Chavibdeh,Iran 
 تشويو ياماناشي, اليابان, Chuo,Japan
 تشيبا, اليابان, Chiba,Japan
 تشيتا، آيتشي, اليابان, Chita,Japan
 تشيتوزي، هوكايدو, اليابان, Chitose,Japan
 تشيجيانغ, الصين, Zhejiang,China
 تشيخوف, روسيا, Chekhov,Russian Federation
 تشيدونغ, الصين, Qidong,China
 تشيرزيرين, النيجر,Tchirozérine,Niger
 تشيركيزكوي, تركيا,Çerkezköy,Turkey
